"Facility ID","Facility Name","MSA","MSA Title","HCAHPS HLMR","HCAHPS HLMR Percentile","HCAHPS Start Date","HCAHPS End Date","HCAHPS Footnote","COMP-HIP-KNEE","COMP-HIP-KNEE Percentile","COMP Start Date","COMP End Date","COMP Footnote","PRO","PRO Start Date","PRO End Date","Reconciliation Footnote"
330162,NORTHERN WESTCHESTER HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",86.88,81%,07/01/2023,06/30/2024,,2.92364,87%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
330181,GLEN COVE HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",86.5,76%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,5,N,07/01/2022,06/30/2023,
330182,"ST FRANCIS HOSPITAL, ROSLYN",35620,"New York-Newark-Jersey City, NY-NJ-PA",87.69,88%,07/01/2023,06/30/2024,,3.7945,38%,04/01/2021,03/31/2024,,Y,07/01/2022,06/30/2023,
330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,35620,"New York-Newark-Jersey City, NY-NJ-PA",87.75,88%,07/01/2023,06/30/2024,,2.597,94%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
330196,CONEY ISLAND HOSPITAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",83.13,33%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
330198,MOUNT SINAI SOUTH NASSAU,35620,"New York-Newark-Jersey City, NY-NJ-PA",78.06,4%,07/01/2023,06/30/2024,,4.0923,24%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,*
330204,BELLEVUE HOSPITAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",78.5,5%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
330205,ST ANTHONY COMMUNITY HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",88.06,90%,07/01/2023,06/30/2024,,3.39785,60%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
330221,WYCKOFF HEIGHTS MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",78.25,4%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
330246,ST CHARLES HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",84.81,54%,07/01/2023,06/30/2024,,3.08526,80%,04/01/2021,03/31/2024,,Y,07/01/2022,06/30/2023,
330259,MERCY MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",82.5,26%,07/01/2023,06/30/2024,,3.07228,81%,04/01/2021,03/31/2024,,Y,07/01/2022,06/30/2023,
330261,PHELPS HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",81.94,20%,07/01/2023,06/30/2024,,3.39435,60%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
330264,ST LUKE'S CORNWALL HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",81.94,20%,07/01/2023,06/30/2024,,3.59168,48%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
330267,HUDSON VALLEY HOSPITAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",85.06,58%,07/01/2023,06/30/2024,,3.95201,30%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
330273,PUTNAM HOSPITAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",84.63,52%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",81.44,17%,07/01/2023,06/30/2024,,3.84914,35%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
330331,PLAINVIEW HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",83.56,38%,07/01/2023,06/30/2024,,3.6776,44%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
330332,ST JOSEPH HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",83.56,38%,07/01/2023,06/30/2024,,3.58877,48%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
330350,SUNY HEALTH SCIENCE CENTER AT BROOKLYN UNIVERSITY,35620,"New York-Newark-Jersey City, NY-NJ-PA",N/A,N/A,07/01/2023,06/30/2024,***,3.46971,56%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
330401,ST CATHERINE OF SIENA HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",83.81,41%,07/01/2023,06/30/2024,,4.47013,13%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
340017,MARGARET R PARDEE MEMORIAL HOSPITAL,11700,"Asheville, NC",87.25,84%,07/01/2023,06/30/2024,,3.72263,42%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
340023,PARK RIDGE HEALTH,11700,"Asheville, NC",87.94,89%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
340040,VIDANT MEDICAL CENTER,24780,"Greenville, NC",83.94,43%,07/01/2023,06/30/2024,,5.38504,2%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
340184,HAYWOOD REGIONAL MEDICAL CENTER,11700,"Asheville, NC",82.69,28%,07/01/2023,06/30/2024,,3.2177,70%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
360001,MERCY HEALTH-ANDERSON HOSPITAL,17140,"Cincinnati, OH-KY-IN",84.5,50%,07/01/2023,06/30/2024,,3.04146,82%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
360003,"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",17140,"Cincinnati, OH-KY-IN",83.06,32%,07/01/2023,06/30/2024,,3.08583,80%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
360016,THE JEWISH HOSPITAL-MERCY HEALTH,17140,"Cincinnati, OH-KY-IN",85.94,70%,07/01/2023,06/30/2024,,3.44372,58%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
360056,MERCY HEALTH - FAIRFIELD HOSPITAL,17140,"Cincinnati, OH-KY-IN",83.63,39%,07/01/2023,06/30/2024,,4.43915,14%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,*
360076,ATRIUM MEDICAL CENTER,17140,"Cincinnati, OH-KY-IN",82.94,31%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,Y,07/01/2022,06/30/2023,
360078,UNIVERSITY HOSPITALS PORTAGE MEDICAL CENTER,10420,"Akron, OH",83.88,42%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
360090,MCLAREN ST LUKE'S,45780,"Toledo, OH",N/A,N/A,07/01/2023,06/30/2024,***,N/A,N/A,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
360132,FORT HAMILTON HUGHES MEMORIAL HOSPITAL,17140,"Cincinnati, OH-KY-IN",83.88,42%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
360134,GOOD SAMARITAN HOSPITAL,17140,"Cincinnati, OH-KY-IN",83.94,43%,07/01/2023,06/30/2024,,3.94529,31%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
360163,CHRIST HOSPITAL,17140,"Cincinnati, OH-KY-IN",86.75,79%,07/01/2023,06/30/2024,,3.66928,44%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
360179,BETHESDA NORTH,17140,"Cincinnati, OH-KY-IN",82.13,22%,07/01/2023,06/30/2024,,3.20747,71%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
360234,MERCY HEALTH - WEST HOSPITAL,17140,"Cincinnati, OH-KY-IN",84.19,46%,07/01/2023,06/30/2024,,3.3002,66%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
360236,MERCY HEALTH - CLERMONT HOSPITAL,17140,"Cincinnati, OH-KY-IN",84.13,46%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
360351,CRYSTAL CLINIC ORTHOPAEDIC CENTER,10420,"Akron, OH",91.94,99%,07/01/2023,06/30/2024,,2.14913,99%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
360354,"WEST CHESTER HOSPITAL, LLC",17140,"Cincinnati, OH-KY-IN",83.5,37%,07/01/2023,06/30/2024,,3.38386,61%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
370008,NORMAN REGIONAL,36420,"Oklahoma City, OK",83.13,33%,07/01/2023,06/30/2024,,3.52227,52%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
370028,"INTEGRIS BAPTIST MEDICAL CENTER, INC",36420,"Oklahoma City, OK",84.88,55%,07/01/2023,06/30/2024,,3.09048,80%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
370037,SSM HEALTH ST ANTHONY HOSPITAL - OKLAHOMA CITY,36420,"Oklahoma City, OK",83.81,41%,07/01/2023,06/30/2024,,2.69931,93%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
370093,O U HEALTH UNIVERSITY OF OKLAHOMA MEDICAL CENTER,36420,"Oklahoma City, OK",80.25,10%,07/01/2023,06/30/2024,,4.10019,24%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,*
370094,SSM HEALTH ST ANTHONY HOSPITAL - MIDWEST,36420,"Oklahoma City, OK",79.94,9%,07/01/2023,06/30/2024,,3.60874,47%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
370106,INTEGRIS SOUTHWEST MEDICAL CENTER,36420,"Oklahoma City, OK",80.13,9%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
370192,NORTHWEST SURGICAL HOSPITAL,36420,"Oklahoma City, OK",N/A,N/A,07/01/2023,06/30/2024,***,N/A,N/A,04/01/2021,03/31/2024,5,N,07/01/2022,06/30/2023,**
370201,SURGICAL HOSPITAL OF OKLAHOMA,36420,"Oklahoma City, OK",88.75,93%,07/01/2023,06/30/2024,,3.38104,61%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
370203,"COMMUNITY HOSPITAL, LLC",36420,"Oklahoma City, OK",86.75,79%,07/01/2023,06/30/2024,,3.89332,34%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
370211,INTEGRIS CANADIAN VALLEY  HOSPITAL,36420,"Oklahoma City, OK",84.75,53%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
370212,OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SPECIALTY SURGERY,36420,"Oklahoma City, OK",N/A,N/A,07/01/2023,06/30/2024,***,3.95598,30%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
370220,ONECORE HEALTH,36420,"Oklahoma City, OK",N/A,N/A,07/01/2023,06/30/2024,***,4.11253,23%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
370222,MCBRIDE ORTHOPEDIC HOSPITAL,36420,"Oklahoma City, OK",90.75,98%,07/01/2023,06/30/2024,,3.43727,58%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
370225,"SUMMIT MEDICAL CENTER, LLC",36420,"Oklahoma City, OK",N/A,N/A,07/01/2023,06/30/2024,***,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
370236,INTEGRIS HEALTH EDMOND,36420,"Oklahoma City, OK",85.38,62%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
390002,UPMC MCKEESPORT,38300,"Pittsburgh, PA",83.63,39%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,5,N,07/01/2022,06/30/2023,**
390004,PENN STATE HEALTH HOLY SPIRIT MEDICAL CENTER,25420,"Harrisburg-Carlisle, PA",81.25,16%,07/01/2023,06/30/2024,,3.45791,57%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
390028,UPMC MERCY,38300,"Pittsburgh, PA",86.13,72%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
390032,ALLEGHENY VALLEY HOSPITAL,38300,"Pittsburgh, PA",86.19,73%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
390036,HERITAGE VALLEY BEAVER,38300,"Pittsburgh, PA",85,57%,07/01/2023,06/30/2024,,4.42518,14%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
390037,HERITAGE VALLEY SEWICKLEY,38300,"Pittsburgh, PA",85.56,65%,07/01/2023,06/30/2024,,2.33084,98%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
390041,UNIONTOWN HOSPITAL,38300,"Pittsburgh, PA",84.31,48%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
390042,"WASHINGTON HOSPITAL, THE",38300,"Pittsburgh, PA",86.63,8%,07/01/2023,06/30/2024,,3.50519,53%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
390050,ALLEGHENY GENERAL HOSPITAL,38300,"Pittsburgh, PA",84.25,78%,07/01/2023,06/30/2024,,4.71964,8%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
390058,UPMC CARLISLE,25420,"Harrisburg-Carlisle, PA",85.5,64%,07/01/2023,06/30/2024,,4.46343,13%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
390090,WEST PENN HOSPITAL,38300,"Pittsburgh, PA",87,82%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,5,N,07/01/2022,06/30/2023,
390102,UPMC ST MARGARET,38300,"Pittsburgh, PA",87.13,83%,07/01/2023,06/30/2024,,3.80129,38%,04/01/2021,03/31/2024,,Y,07/01/2022,06/30/2023,
390107,UPMC PASSAVANT,38300,"Pittsburgh, PA",86.56,77%,07/01/2023,06/30/2024,,2.91614,87%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
390114,MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,38300,"Pittsburgh, PA",86.06,72%,07/01/2023,06/30/2024,,4.34893,16%,04/01/2021,03/31/2024,,Y,07/01/2022,06/30/2023,
390145,EXCELA HEALTH WESTMORELAND HOSPITAL,38300,"Pittsburgh, PA",82.69,28%,07/01/2023,06/30/2024,,2.79177,90%,04/01/2021,03/31/2024,,Y,07/01/2022,06/30/2023,
390147,PENN HIGHLANDS MON VALLEY,38300,"Pittsburgh, PA",79.56,7%,07/01/2023,06/30/2024,,3.20429,71%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
390157,HERITAGE VALLEY KENNEDY,38300,"Pittsburgh, PA",N/A,N/A,07/01/2023,06/30/2024,***,N/A,N/A,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
390160,CANONSBURG GENERAL HOSPITAL,38300,"Pittsburgh, PA",87.75,88%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
390219,EXCELA HEALTH LATROBE HOSPITAL,38300,"Pittsburgh, PA",83.31,35%,07/01/2023,06/30/2024,,3.52442,52%,04/01/2021,03/31/2024,,Y,07/01/2022,06/30/2023,
390228,ST CLAIR HOSPITAL,38300,"Pittsburgh, PA",85.81,68%,07/01/2023,06/30/2024,,2.21009,99%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
390265,JEFFERSON HOSPITAL,38300,"Pittsburgh, PA",86.56,77%,07/01/2023,06/30/2024,,3.39121,61%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
390267,FORBES HOSPITAL,38300,"Pittsburgh, PA",83.88,42%,07/01/2023,06/30/2024,,3.92742,32%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
390316,SURGICAL INSTITUTE OF READING,39740,"Reading, PA",91.81,99%,07/01/2023,06/30/2024,,3.19339,72%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
